word	Complex Substance (Locke) <> Mixed Modes (Locke)	Concrete (Brysbaert et al 2014) <> Abstract (Brysbaert et al 2014)	Concrete (HGI) <> Abstract (HGI)	Hard Seed (Heuser & Le-Khac 2012) <> Abstract Values (Heuser & Le-Khac 2012)	Pre-1150 Words (Underwood & Sellars 2012) <> Post-1150 Words (Underwood & Sellars 2012)	Specific Complex Substance (Locke) <> General Complex Substance (Locke)	fpm	lang	pos	rank	ConcAbs (Locke)	ConcAbs (HGI)	lemma	perc_caps	pos_byu	rank_byu
sanctions	0.300354063511	0.283523529768	0.277353465557	0.224159151316	0.317450016737	0.242677107454	0.9533338672689999	eng	n	22138	Abstract	Abstract	sanction	0.04	nn2	3742
sanctity	0.22293056547600001	0.18926219642099998	0.24218102544599998	0.295153468848	0.121255930513	0.13283681124500002	2.6432688115		n	13578	Abstract	Abstract	sanctity	0.02	nn1	19930
sanctuary	-0.0776915997267	-0.04325364530090001	-0.050338560715300004	-0.0181302446872	-0.09610988199710001	-0.0320030227303	4.06163170393	enm	n	10640	Neither	Neither	sanctuary	0.17	nn1	8333
sand	-0.167993195355	-0.263697072864	-0.254303261638	-0.24002151936299998	-0.273677527905	-0.106534708291	41.321809282	ang	n	2019	Concrete	Concrete	sand	0.1	nn1	2568
sandals	-0.18048547953299998	-0.281466692686	-0.263560295105	-0.220820218324	-0.2862983495	-0.225113712252	0.8096609097949999		n	23737	Concrete	Concrete	sandal	0.07	nn2	11047
sanding	-0.0634222533554	-0.074885122478	-0.0216872277669	-0.133551001548	-0.0720657221973	-0.0405344255269	4.6683471472199995		v	9817	Neither	Neither	sand	0.06	vvg	31310
sands	-0.172717794776	-0.198029354215	-0.187709152698	-0.220665000379	-0.23472417146	-0.154552958906	12.594091148699999		n	5102	Concrete	Concrete	sand	0.45	nn2	15835
sandwich	-0.23364982754	-0.18633685261100003	-0.141482926905	-0.109173055738	-0.12015318125499999	-0.128837160766	2.1335721274200004	eng	n	15212	Concrete	Neither	sandwich	0.09	nn1	6036
sandy	-0.148042574525	-0.222747780382	-0.183917053043	-0.17724511772399998	-0.20113290101300002	-0.06855738908060001	8.987921113150001	eng	j	6470	Concrete	Concrete	sandy	0.73	jj	7876
sane	-0.047441974282200004	-0.055255562067	-0.0362214762717	-0.011372406501400001	-0.0367457475514	0.0062859010649899995	6.1133501061099995	eng	j	8316	Neither	Neither	sane	0.06	jj	13523
sang	-0.060342799872199995	-0.122335411608	-0.0927938222885	-0.11971531808399999	-0.20463674515500002	-0.0659394562244	3.37153781445	ang	v	11839	Neither	Neither	sing	0.05	vvd	5084
sanguinary	0.11777770891799999	0.223593860865	0.164357341826	0.21323276311099998	0.201163716614	0.133012600243	1.3863240645	eng	j	18664	Abstract	Abstract	sanguinary	0.0	jj	80617
sanguine	0.0608919803053	0.0869719497857	0.105846315622	0.109100669622	0.0571214072406	0.0448426548391	6.74926020541	eng	j	7794	Neither	Neither	sanguine	0.03	jj	25168
sap	-0.0595706570894	-0.156868740916	-0.161026470363	-0.11198918148800001	-0.08774677291510001	0.00552816153504	6.0749541341699995	eng	n	8361	Neither	Concrete	sap	0.25	nn1	18318
sapphire	-0.166382230819	-0.274998366833	-0.188660085202	-0.205117359758	-0.201075404883	-0.11193505302100001	0.830639371928	eng	n	23482	Concrete	Concrete	sapphire	0.45	nn1	24366
saracen	-0.132617540658	-0.058683136478000004	-0.047135937959	-0.006136678624899999	0.010345212183899999	0.0110061904416	0.803572000238		n	23810	Concrete	Neither	saracen	1.0	nn1	64517
saracens	-0.190199747681	-0.025158292613900003	-0.054557653144	-0.034208708442799995	0.028919748961900003	0.0178734017536	4.00735623223		n	10735	Concrete	Neither	saracen	0.98	nn2	64500
sardinian	-0.08192615956060001	-0.0119822735433	-0.00262894760815	0.0011461285612300001	0.12987063825099998	0.00773835676954	0.746231253267		j	24580	Neither	Neither	sardinian	1.0	jj	60027
sari	-0.09409274533389998	-0.100514039397	-0.0761296004057	-0.055194649845400005	-0.05363281071190001	-0.060438573360400004	0.860382643239	eng	f	23120	Neither	Neither	sari	0.45	nn1	24227
sass	0.0326593602076	-0.0071246841107499995	0.0586530677974	-0.04622626118369999	0.0352359656244	0.014073115773499999	0.868471895719	eng	n	23019	Neither	Neither	sass	0.58	nn1	46855
sat	-0.145732983947	-0.177788689733	-0.164174467325	-0.218292377889	-0.26136623323	-0.11013947427200001	52.596117110600005		v	1618	Concrete	Concrete	sit	0.08	vvd	787
sate	-0.102160528302	-0.105293903499	-0.104722678661	-0.135485820473	-0.199801653623	-0.106054585427	3.8608003426999997	eng	v	10976	Neither	Neither	sate	0.25	vv0	57671
sated	0.024129808880400002	0.0298712272197	0.018012530170400002	-0.012357100844299997	0.000417974981245	0.00654452282469	1.12260515041		v	20587	Neither	Neither	sate	0.07	vvn	41342
satellite	-0.0794161967933	-0.16336066275900002	-0.0938506945968	-0.11371375620400001	0.063138032332	0.07915109768510001	1.15082245584	eng	n	20329	Neither	Neither	satellite	0.09	nn1	3907
satellites	-0.0686896592379	-0.09661927819260001	-0.0334661770612	-0.105946969241	0.0794022977353	0.052589898929000005	1.7878451700099998		n	16619	Neither	Neither	satellite	0.05	nn2	8439
satiate	0.06927008554330001	0.105802603066	-0.0308151058853	0.09609467163689998	-0.024412937462400003	0.09646648541089999	1.27439213414	eng	j	19420	Neither	Neither	satiate	0.02	vv0	72975
satiated	0.0509533397853	0.0970023162663	0.027073196135499997	0.100673291832	-0.008597536012499999	0.0870968811214	0.998993087807		v	21709	Neither	Neither	satiate	0.07	vvd	73202
satiety	0.186673775315	0.126038953662	0.122520711273	0.18672973662599998	0.049500958994000005	0.16886843741000002	1.28559159317	eng	n	19334	Abstract	Neither	satiety	0.02	nn1	51015
satin	-0.162498503924	-0.308112382888	-0.22233457118299998	-0.18377178907400002	-0.207812085748	-0.16822488606	2.08183214023	eng	n	15397	Concrete	Concrete	satin	0.09	nn1	12339
satire	0.14355316758099998	0.032374824397299995	0.06512244045730001	0.16965944319899998	0.0548799764365	0.0393461007625	6.75813669589	eng	n	7787	Abstract	Neither	satire	0.08	nn1	15186
satires	0.043723776936499995	0.0348588824272	0.051797065883900005	0.119509719312	0.048984054475999995	0.00701115000993	1.4871222379		n	18078	Neither	Neither	satire	0.08	nn2	59289
satirical	0.0805859565735	0.0777864009142	0.115712165832	0.191386461258	0.0875487811864	0.00854440056718	1.43918878002	eng	j	18365	Neither	Neither	satirical	0.01	jj	24695
satisfaction	0.34005008638000006	0.199694231153	0.216139413417	0.186844497919	0.171282790602	0.134197086096	40.1023900562	eng	n	2076	Abstract	Abstract	satisfaction	0.07	nn1	3052
satisfactory	0.225208722055	0.24019093811500003	0.304676577449	0.203673824668	0.256617441773	0.108034446836	4.1376692853199994	eng	j	10549	Abstract	Abstract	satisfactory	0.02	jj	11228
satisfied	0.151787780225	0.222620226443	0.224632479251	0.159763969481	0.108858827501	0.112876240164	56.560235237200004	eng	v	1500	Abstract	Abstract	satisfied	0.05	jj	6494
satisfies	0.198342829943	0.157038249076	0.134581446647	0.104584701359	0.031188858673	0.180275954307	0.972154930345		v	21964	Abstract	Abstract	satisfy	0.01	vvz	23698
satisfy	0.204785436391	0.220322191715	0.105657435953	0.170545481145	0.107985042035	0.138386160135	34.2422149444	eng	v	2370	Abstract	Neither	satisfy	0.01	vv0	6471
satisfying	0.23935814201900002	0.229114815593	0.215519420803	0.175652377307	0.152331106365	0.149352632463	5.18590682589	eng	v	9253	Abstract	Abstract	satisfying	0.02	jj	7271
saturated	-0.05961081758140001	-0.133158326149	-0.09521039575330001	-0.0750652663409	0.0314571019262	0.087225522846	1.77291535648	eng	v	16666	Neither	Neither	saturated	0.07	jj	7009
saturday	-0.147038668394	-0.169403769076	-0.103935725987	-0.141186125577	-0.143814660609	-0.109613101929	15.7154964271		n	4378	Concrete	Neither	saturday	1.0	nn1	1278
saturdays	-0.153243541718	-0.17567355185699998	-0.0969602689147	-0.126298580318	-0.129978023469	-0.0767664387823	1.19549623791		n	19981	Concrete	Neither	saturdays	1.0	nn2	9945
satyr	0.0459161922336	-0.0581367909908	-0.010605443152600001	0.0892891809344	-0.020324976649099998	-0.0010210145265	3.16774656122	eng	n	12279	Neither	Neither	satyr	0.16	nn1	62087
satyrs	-0.0895510539413	-0.0981050692499	-0.0597151182591	-0.011864625616	-0.120678246022	-0.0326429978013	1.47883481081		n	18125	Neither	Neither	satyr	0.14	nn2	64456
sauce	-0.090888440609	-0.295475408435	-0.24229218065699998	-0.139013670384	-0.171262621879	-0.07070035859950001	7.2400642072800006	fro	n	7464	Neither	Concrete	sauce	0.11	nn1	2400
sauces	-0.041741533204900004	-0.17598737031199999	-0.139590792357	-0.0633662026375	-0.07128182798619999	-0.0071086524985699995	1.05939680575		n	21124	Neither	Neither	sauce	0.05	nn2	15249
saucy	-0.006380056962369999	0.0283175222575	0.030971104279200003	0.121151652187	-0.10994760319599998	-0.0456853900105	2.7854562262	eng	j	13220	Neither	Neither	saucy	0.15	jj	32332
savage	-0.0303707690909	0.0517424736172	0.032955005764999996	0.171547457575	-0.0342812668533	0.07176010310650001	13.569447617	eng	j	4872	Neither	Neither	savage	0.45	jj	13730
savages	-0.11880367249299999	-0.013926343875899999	0.005565001192749999	0.0499846097082	-0.0220409261528	0.11908541619799999	6.62118708444		n	7899	Neither	Neither	savage	0.17	nn2	24241
save	0.0338318385184	0.0563826244324	-0.08473001793030001	-0.0323627237231	-0.115501578897	-0.005334483692430001	86.56266445899999	eng	v	986	Neither	Neither	save	0.1	vv0	1239
saved	0.0266471197829	0.105173431337	0.0425723735243	-0.0026214838726399997	-0.045798746869	0.000901151448489	46.7733241846	eng	v	1807	Neither	Neither	save	0.03	vvn	4603
saves	0.0210112994536	0.023766836151400003	-0.0163537291809	-0.0421676710248	-0.0965055115523	0.0023628846393	4.451384485159999		v	10106	Neither	Neither	save	0.06	vvz	10785
saving	0.149664968252	0.11911908537100001	0.11461005359899999	0.028363472782099997	0.033887648023599996	0.0441774763167	25.9876256157	eng	v	3000	Abstract	Neither	saving	0.11	nn1	3785
savings	0.097769908607	0.0211368855089	0.048972541466399996	-0.0023240398731999997	0.149679534138	0.049492990598099994	1.03960143919		n	21333	Neither	Neither	saving	0.1	nn2	2691
saviour	0.0172226401045	0.11726329848200001	0.155006721616	0.119044091552	-0.0271139126271	0.0994176529349	128.469174276	eng	n	662	Neither	Abstract	saviour	0.79	nn1	50474
savour	0.04347985051580001	0.00830925232731	0.0170159921982	0.0556258913129	-0.08488867804410001	0.0597734283656	3.6722544465599998	eng	n	11289	Neither	Neither	savour	0.09	vv0	90021
saw	-0.104851953685	-0.08330923691389999	-0.0842553824186	-0.15620885044299998	-0.231918431818	-0.06625704467299999	178.79737235099998	eng	v	485	Neither	Neither	see	0.01	vvd	331
sawed	-0.207520730794	-0.333157584071	-0.310446575284	-0.351447865367	-0.232461452484	-0.159667998552	0.805715358683		v	23798	Concrete	Concrete	saw	0.02	vvd	38387
saws	-0.11324454844000001	-0.238373324275	-0.22290576249299998	-0.222365811468	-0.198951140046	-0.143635250628	0.802152223682		n	23832	Neither	Concrete	saw	0.03	nn2	22636
sax	-0.18827880919	-0.129296042025	-0.113076221198	-0.085058722645	-0.046051625162399995	-0.06562436744570001	1.02269222669	enm	n	21472	Concrete	Neither	sax	0.44	nn1	27946
saxon	-0.143978960812	-0.0550793483853	-0.0219612806104	-0.0213171401992	0.05160105787219999	-0.00615011411719	13.0382068285		j	4995	Concrete	Neither	saxon	1.0	jj	34873
saxons	-0.17849263548900002	-0.0352515876293	-0.047026088461300006	-0.003507534042	0.040674310177599995	0.025427696295	12.044306951		n	5270	Concrete	Neither	saxon	1.0	nn2	37878
say	0.10267047956599999	0.142098657787	0.08061430603269999	0.0749003961683	-0.0556300245226	0.0665079653263	590.641859645	eng	v	165	Neither	Neither	say	0.02	vv0	107
saying	0.00022106629331	0.036500750109599994	0.031329174526	0.00937374006028	-0.142633192241	-0.0698207877576	107.716728517	eng	v	790	Neither	Neither	saying	0.01	nn1	370
sayings	0.10831797122999999	0.0866164900362	0.114436767995	0.0989601612091	-0.0270313937217	-0.0213866028935	4.79080720608		n	9668	Neither	Neither	saying	0.04	nn2	24029
says	-0.019224221818099997	-0.00393730180803	0.0194024629891	-0.0374789591879	-0.109871510417	-0.0167566160671	313.950121544		v	291	Neither	Neither	say	0.01	vvz	87
scab	-0.14322603494	-0.28268443048	-0.242194607854	-0.229763187468	-0.19087632000399998	-0.052016694098699995	1.3558567908399999	eng	n	18863	Concrete	Concrete	scab	0.13	nn1	29646
scabbard	-0.157143294812	-0.282965421677	-0.264085501432	-0.22340696305100002	-0.212687805295	-0.11390460655	1.2121176533	eng	n	19869	Concrete	Concrete	scabbard	0.0	nn1	42034
scabs	-0.118428725749	-0.244317986071	-0.213430725038	-0.233313456178	-0.166901074349	-0.0246438859031	1.15359426028		n	20310	Neither	Concrete	scab	0.07	nn2	37329
scaffold	-0.146739423275	-0.172247596085	-0.141184821725	-0.11382182315	-0.11936342716199999	-0.123005826026	4.1856660232800005	enm	n	10485	Concrete	Neither	scaffold	0.05	nn1	28384
scald	-0.142319589854	-0.301191046834	-0.31115518510400003	-0.25947886705400003	-0.286707594991	-0.175538279116	1.17978168192	eng	j	20109	Concrete	Concrete	scald	0.3	vv0	61010
scalded	-0.17439613491300002	-0.33811436593500005	-0.29523372650199997	-0.264452412724	-0.27789875864999997	-0.152900665998	1.0890584913299999		v	20868	Concrete	Concrete	scald	0.01	vvn	61283
scalding	-0.115807659924	-0.27444612979899996	-0.264833509922	-0.219720587134	-0.26600572466899997	-0.14985179156	1.3681668612	eng	j	18779	Neither	Concrete	scalding	0.02	jj	36865
scale	0.033651358448	-0.106343604625	-0.114277970046	-0.091204393655	0.00541212456301	0.037843611091400005	15.6114092953	eng	n	4408	Neither	Neither	scale	0.12	nn1	1398
scaled	-0.17415317892999999	-0.215332195163	-0.217022046446	-0.24835611879900002	-0.208041295409	-0.12847273796800002	1.1425655259799998	eng	v	20409	Concrete	Concrete	scale	0.04	vvn	20406
scales	-0.107893202454	-0.243034504354	-0.20570750534600002	-0.22506179660599998	-0.15835923701500002	-0.0371260922402	9.31894938968		n	6295	Neither	Concrete	scale	0.08	nn2	4396
scaling	-0.10978573188200001	-0.194623112678	-0.194336257875	-0.2068233639	-0.0917373038828	-0.145068302751	0.850999371111	eng	v	23230	Neither	Concrete	scaling	0.07	nn1	22080
scallions	-0.17176759243	-0.258507430554	-0.194699466228	-0.144378341734	-0.20277282595600002	-0.0748067013919	1.07083864093		n	21025	Concrete	Concrete	scallions	0.04	nn2	19699
scalp	-0.174074344337	-0.282717943192	-0.246296003461	-0.29110242426399996	-0.162360578775	0.0010355329141000002	0.74110608255	eng	v	24648	Concrete	Concrete	scalp	0.03	nn1	11507
scaly	-0.15813004225500002	-0.28915965557100004	-0.234198868274	-0.269072979689	-0.21345513314	-0.040186699479800005	1.92673985015	eng	j	16021	Concrete	Concrete	scaly	0.04	jj	31646
scan	0.15594393015	0.119432866573	0.0854147598147	0.15099889785	0.0351915676147	0.077013246715	2.45490467542	eng	v	14146	Abstract	Neither	scan	0.09	nn1	10588
scandal	0.207301907241	0.139023512602	0.121081646532	0.206195779145	0.0627431869507	0.08878489211200001	16.7661298414	eng	n	4156	Abstract	Neither	scandal	0.03	nn1	4160
scandalous	0.136508785189	0.267712831498	0.259664028883	0.315425798297	0.18219490349300002	0.105012033135	16.0369749427	eng	j	4301	Abstract	Abstract	scandalous	0.04	jj	21858
scandalously	0.0768930949271	0.224707476795	0.183989472687	0.23663636296999999	0.10508087649900001	0.108942106366	1.1741569277600001	eng	a	20152	Neither	Abstract	scandalously	0.05	rr	57902
scandals	0.135520264507	0.155859664083	0.119034256786	0.144151128829	0.0617189314217	0.100599691272	1.7383689529900002		n	16824	Abstract	Neither	scandal	0.03	nn2	10276
scant	-0.0181901184842	-0.048073271289400005	-0.04726821370419999	-0.044611427933	-0.207006968558	-0.0776081755758	0.766104313405	eng	j	24334	Neither	Neither	scant	0.03	jj	12456
scanty	0.0533499717712	0.044234707951600005	0.0675699301064	0.043187202885800004	-0.0203624179121	0.0345776677132	3.3135484558	eng	j	11957	Neither	Neither	scanty	0.04	jj	41274
scapula	-0.110323090107	-0.20909889787500002	-0.154976382852	-0.22874284535599998	0.0069152705837	0.028605754487200003	1.3956877348199999	eng	n	18601	Neither	Concrete	scapula	0.01	nn1	55730
scar	-0.065089866519	-0.177111074329	-0.155542559922	-0.122268918901	-0.18031976372000003	-0.0953405983746	2.4774053080900003	eng	n	14083	Neither	Concrete	scar	0.06	nn1	10011
scarce	-0.025375106372	-0.00530995044392	0.022495572455199998	-0.0137561266311	-0.0832611396909	0.0642577148974	74.2678370116	eng	a	1158	Neither	Neither	scarce	0.02	jj	9247
scarcely	-0.00916968262755	0.011476086219799998	0.04531955346469999	-0.00237459840719	-0.038551859557599995	0.0765797458589	16.2930246781		a	4240	Neither	Neither	scarcely	0.04	rr	9241
scarcity	0.0421190150082	-0.0036693918518699996	0.0162954106927	0.0207277853042	0.0450415201485	0.0249188430607	6.71252981561	eng	n	7827	Neither	Neither	scarcity	0.04	nn1	13356
scare	-0.0209933174774	-0.0670297630132	-0.134226955473	-0.08784709498289998	-0.18077004700899998	0.0123935085721	1.23476655862	eng	v	19708	Neither	Neither	scare	0.04	vv0	8765
scarf	-0.15187381207999998	-0.328993722796	-0.261438146233	-0.259320035577	-0.215805694461	-0.142677791416	0.8991881005079999	eng	n	22696	Concrete	Concrete	scarf	0.06	nn1	9173
scarlet	-0.156305171549	-0.260213553905	-0.18657142669	-0.191097542643	-0.236529402435	-0.134922012687	7.99317872023	eng	j	7007	Concrete	Concrete	scarlet	0.33	jj	13415
scars	-0.056738615036	-0.167620301247	-0.137238144875	-0.15511294454299998	-0.179531633854	-0.08923704177139999	1.9139447125		n	16080	Neither	Neither	scar	0.03	nn2	9702
scat	-0.12477111816400001	-0.142633460462	-0.130863010883	-0.0947780273855	-0.09461403638119999	-0.061246126890199995	2.39687208441	ang	n	14328	Neither	Neither	scat	0.17	nn1	31854
scatter	-0.0499534774572	-0.0568864382804	-0.20219245552999998	-0.132620185614	-0.229093767703	-0.012208065483699999	3.78922541823	eng	v	11095	Neither	Concrete	scatter	0.15	vv0	14328
scattered	-0.129855304956	-0.049838764593000004	-0.0907332189381	-0.15322080999600002	-0.138023108244	0.043769132345900005	10.2359805598	eng	v	5918	Neither	Neither	scatter	0.04	vvn	6315
scattering	-0.05231840536	-0.0438344851136	-0.09958693757649999	-0.133169434965	-0.151182219386	-0.00953576387839	1.2997451289700002	eng	v	19234	Neither	Neither	scattering	0.03	nn1	17115
scatters	-0.028143639676200004	-0.045442994683999996	-0.102003600449	-0.110974993557	-0.205640718341	0.0507376976311	1.12976229456		v	20524	Neither	Neither	scatter	0.05	vvz	41056
scene	0.0512559432536	-0.00716122094311	0.013737748842700001	0.0622323211283	0.0464798528701	0.061150869354600006	52.8626687113	eng	n	1613	Neither	Neither	scene	0.13	nn1	945
scenery	0.0622273534536	-0.0108598703519	0.0570801123977	0.0711062625051	0.108484297991	0.0966981053352	1.0144677876000001		n	21567	Neither	Neither	scenery	0.03	nn1	10869
scenes	0.09075317159289999	0.07195482403039999	0.0810183212161	0.102650411427	0.0311881583184	0.109115567058	17.3027061751		n	4055	Neither	Neither	scene	0.05	nn2	2979
scent	-0.0563275683671	-0.203950092196	-0.177528060973	-0.12548502907099998	-0.168687030673	-0.0251843621954	6.57989872079	eng	n	7932	Neither	Concrete	scent	0.05	nn1	5749
scented	-0.188005261123	-0.279003068805	-0.229336895049	-0.16844034940000002	-0.246793165803	-0.105634156614	0.891388975131	eng	v	22777	Concrete	Concrete	scented	0.06	jj	23768
scents	-0.0853355005383	-0.147976346314	-0.148840740323	-0.0642853192985	-0.175220675766	-0.0138429407962	0.851820320596		n	23224	Neither	Concrete	scent	0.07	nn2	17494
sceptical	0.223686479032	0.276895657182	0.310576513409	0.316912189126	0.23725473135800002	0.233844026923	0.957226163396	eng	j	22107	Abstract	Abstract	sceptical	0.03	jj	64355
scepticism	0.275866240263	0.219986692071	0.229469060898	0.253202348948	0.212336055935	0.18035399168699998	1.12570824449		n	20560	Abstract	Abstract	scepticism	0.03	nn1	63081
sceptre	-0.0928257219493	-0.0783241391182	-0.100771687925	-0.0605558939278	-0.112339258194	-0.09082305803889999	10.739138515599999	eng	n	5716	Neither	Neither	sceptre	0.51	nn1	77201
schedule	-0.0170760294423	-0.0600126031786	-0.010579221881899999	-0.028746356256300003	0.130746375769	-0.059607222676300003	2.48868122965	eng	n	14035	Neither	Neither	schedule	0.07	nn1	2861
scheme	0.264147952199	0.13647827506100002	0.149563215673	0.116764105856	0.235423646867	0.16086538136	44.417252813699996	eng	n	1884	Abstract	Abstract	scheme	0.03	nn1	4530
schemes	0.250951394439	0.187987908721	0.151253066957	0.132749408484	0.193547241389	0.141100890935	16.2417831146		n	4254	Abstract	Abstract	scheme	0.02	nn2	8433
schism	0.11666088923800001	0.127264454961	0.11040593683700001	0.122766532004	0.13875606656099998	0.0714367590845	4.6106891909	eng	n	9895	Abstract	Neither	schism	0.09	nn1	28816
schisms	0.11219552159299999	0.179032370448	0.138198077679	0.123392943292	0.11061479523800001	0.0922013819218	1.1337223689700002		n	20489	Neither	Abstract	schism	0.04	nn2	54971
scholar	0.010657559614600002	-0.0387318022549	0.08442417159679999	0.144191615283	0.0460071340203	0.044512717053300004	10.5452962215	eng	n	5781	Neither	Neither	scholar	0.14	nn1	5720
scholars	-0.06958908960219999	0.0127696935087	0.0760216750205	0.0836911052465	0.0461757909506	0.0126598174684	13.151281485799998		n	4965	Neither	Neither	scholar	0.11	nn2	3108
