field	size	words
CH.Abstract.1500-1524	804	goodly council occasion hardness craft diversity proportion sensual sign famous carnal chief whore insolent chivalry ale judgement treatise tragedy disposition theft mind perfection bold lot request rudeness negligence noise woe table concord demand discretion grievance diligence old homage respite nature desire moral rulers meaning virtue men practice sleuth deal acts memorial gracious subjects sage peas dreadful death distress silence whole intent rash rude courts lovers vice year base brief selves fortune herd sitting time special impotent beast bliss virtues damnable meek busy variable angels covetous repugnant worthiness murder wanton dishonest necessary pain lords cure temperate sulphur protestation courtiers disease other riches liberal ambition reason unreasonable usage gifts fools cruelty process ruling influence anger order lechery sea muses labour present example friends false sense enterprise crafts thing wealth expedient godhead grant ancient dull extreme force sober merit violence thrall witty feigned charity name idleness vain treason vanity mankind wicked pilgrimage tyrant negligent speed vices evident shepherd herds pro condition prudence business lucre purchase glad mischance seed clothing miserable thanks saint fellow office maters tame pastime amity volume world guide alive injury virtuous art estate honourable vicious amiable health planets prosperous humble mercy deeds error train highness subtlety creature unstable impediment glory worship dream willing degree manner coin token final understanding prudent philosophy hens respect sake permanent best lame folly moo wrong spiritual learning subject haste shul counsel years subdued feeble dogs reasonable question true moon dignity changing sins unwise good credence quietness behaviour justice creatures comeliness cloth contrary principle purpose tender labours loving emperor intelligence christian glorious innocent style unworthy mate opinion building villainy extortion heavenly sentence words lore advance aged change patience substance culpable power praise honesty goods board cunning wretch ensuing poets brutal burden fortunate hatred knowledge villain late excellent lesson bestial self enemy goodness spirits cities skill valour faculty sister assurance destiny manly accord madness weak bond sooth lust age moderate falsehood scant support untrue stomach adulation evil note laureate difference sure equity rate lineage histories comely dear fool low sinful merry falseness philosophers chapter honour advert kingdom recompense transitory state manifold excellence clause wretched assent city minds guiltless rigour speech meat governors babble sufficient remedy father doubtful sovereign incline perseverance danger sadness shame sad fidelity foal sloth wisdom audacity laws discord tale perpetual dye resistance thoughts adversity cause wrath common certain trespass daily prosperity gluttony confidence reasons wise fraud affection infinite flattering stable consent joys judge lover ashamed forlorn hunger magnificence truth clerks discrete immortal rooms noble making farewell celestial joust pains servant guise wretches sect names puissance acceptable tolerable appetite doctrine meekness misery poor martyrs rigorous innumerable matter remembrance fault open sudden weal promotion rebuke end girl clean pity language pleasures saints mortal persons costly pleasant envy corrupt degrees liberty muse promise record commendable memory vessel study honours principal rule obstinate content impossible worldly pardon protection plain confederate merciful curious misfortune times spirit kind beastly humility lives ease demure imprudent obscure solace master godly convenient conceit dread ignorant sickness entente grief captivity vow lewd household pangs tongue holy mercury subjection reward patient bonds omnipotent hour abiding laudable countenance merchant point crime gates poverty princes enemies flock shape delectable decay authority secrets ill damage tyrants obedience service touch file delight masters aid life natural commons foes vexation direction double intention rural temptation noon free merchandise default mad holiness advantage needful friend thinking maker sweet innocence hearing rhyme cold favourable private travail man wilful ferment measure comfort lordship utter beasts treasure punishment grace ignorance mirth books things youth blackness care troubles offence trouble venerable comfortable simple ornate peace scorn disdain sufferance saviour exercise appian damned avail deed search perils avarice fond madame profit governance short abundance duchesse chat effect boldness earthly necessity vile cheese others contented goo fancy dish protector ending scripture continual torment slander marvel abstinence outrage perceived gesture human faith science better fate troth marvelous fame fare author dealing derision frequent noblesse matters word devil greater governor correction eloquent peril incomparable book royal blind coward knight womb wretchedness relief experience pride proverb strong flattery saying faint report afraid delicate abominable foolish manners shepherds thin small bondage wits court prayer jeopardy ears foe uncertain love pure narration endless resort profitable duty gift verity constant benevolence favour able exile redress path joy reverence dew soul taste malice pensive children church penury frail patron provision medicine clear reign season obedient faithful gladness audience sinners spare unhappy thirst doleful lusts correct deception steadfast temporal singular usury void pleased writing eloquence excess penitent easy pleasure semblable mater corporal heat person chastity grievous greatest religious straw diligent wit dishes ghostly policy store temples conclusion conscience custom sumptuous wile bottle eternal people sore souls thieves young tyranny worse iniquity sheep almighty repute beginning temperance wondrous honest worst tedious devotion foul elements martyrdom perfect worthy graces food general brawling lack loath especial heaviness tongues deer loose fable dance
CH.Abstract.1525-1549	772	council jews beloved occasion craft envious sensual famous gem chief tales judgement possessions utterance theft mind perfection bold lot pitiful request negligence woe concord demand discretion increased plentiful remission diligence old walled zeal needy part nature instant desire moral rulers meaning virtue men practice deal acts dole gracious statutes causes subjects sage peas distress victory intent minister rude lovers vice thankful judgements base brief cheap legend fortune curse time special wrongs absent issue bliss remaining virtues unity meek busy covetous worthiness gods murder generation kinds necessary pain verse lords cure dome disease debate other riches liberal reason sin pen usage gifts cruelty trial order labour present example circumstance friends false sense enterprise thing wealth licence grant president extreme sober maid merit awake thrall blessing enduring wife charity name idleness chaste vain exalted treason vanity variance commandment mankind wicked money vices evident witness condition prudence business lucre purchase glad peer seed miserable thanks scan saint patroness sprite woman pastime sorrow replete world passion precept guide alive idle virtuous mistress art honourable estate fatherless health brother prosperous humble mercy deeds error mother friendly moan creature glory confession worship estates willing degree case penance hearts manner token greatness understanding prudent sake sinful respect song permanent best spiritual folly wrong vanities learning prophecies haste work counsel gentleman act reasonable question true dignity precepts public sins good credence quietness virgin behaviour justice labours purpose contrary kindness loving intelligence christian glorious recount innocent style ban lovely unworthy mate opinion welfare heritage destinies heavenly sentence kings words lore conspiracy proof advance hymns change patience prayers heir delighted benignity list power discipline praise testament refuge honesty proper goods cunning dangerous knowledge hatred majesty excellent guilty mistrust affliction term imperial lesson behest suit enemy goodness wart allure judgments skill sacrifice text assurance accord sooth lust success support untrue evil servants benign difference sure equity rate lineage dear merry corruption blithe honour kingdom recompense transitory state manifold excellence unknown wretched assent sum prey comfortless guiltless rigour property hypocrisy unkindness steadfastness ready wail abuse sort sufficient remedy father sovereign incline sadness danger shame humanity foal wisdom belief laws rich discus safety progeny contrite credit ilk perpetual thoughts adversity vows cause lament salvation common certain trespass daily doubt prosperity warrant confidence reasons wise husband fraud delay affection infinite everlasting flattering consent quarrel stable joys judge citizens displeasure neighbours divine lover ashamed magnificence truth clerks neighbour history noble heathen farewell merits celestial commune joust vocation delights pains servant release worshipful fathers sorry petition sect names appetite congregation doctrine meekness misery law poor supply remembrance matter cleanness faithfulness fault weal promotion end pity pleasures quiet oath handy friendship devoid virginity saving saints persons envy corrupt liberty muse mischief promise reasoning record supplication fervent memory study honours evidence faults principal rule swearing defence firm content worldly pardon new protection plain merciful renown godliness wonderful spirit kind stock desires humility lives awe ease solace threats possession godly convenient dread ignorant claim elders sickness hostess grief vow lewd household loo tongue holy oppressed election amorous reward grave patient omnipotent confusion married hour domes waste dumb presumption merchant heart poverty princes preeminence mild flock wisdoms decay authority ill fairest damage grit religion obedience service traitors delight desired aid life natural joyful providence vexation intention motion command fantasy unjust miracles free default sacrament holiness advantage needful friend maker sweet grudge hearing rhyme facts senses continuance travail man wilful measure comfort treasure esteem punishment grace ignorance mirth books mirror things news malady care prince bot lady offence trouble fort simple peace rightful mote disdain gospel sufferance saviour exercise subtle avail deed company search marriage gentle profit fond short governance hearty abundance past calling complaint effect necessity earthly cousin teaching notable fancy league protector benefits ending long scripture continual torment slander marvel portion happy doings higher decree faith science better troth marvelous fame author dealing word matters greater governor correction preferred book royal blind wretchedness relief experience powers rebels saying salve report fact foolish manners day small lawful wickedness kin prayer uncertain conversation love presence pure dolorous women endless profitable duty gift verity mere favour gentleness able redress reverence joy folks soul malice children ministers posterity church frail folk reign season travel obedient faithful smart gladness audience sinners spare unhappy psalms correct trade steadfast temporal singular account contrition delays forgiveness mercies realm void pleased writing eloquence lute righteous pleasure careful surety cost mater person chastity grievous debt greatest stories diligent wit prophets answer ghostly courtesy daughter policy store consolation conclusion conscience custom mindful decrees eternal choice people iniquity righteousness truths covenant luck almighty english monastery lamentation story honest worst devotion spouse perfect possible worthy graces general lack constitutions loath heaviness deer earnest brethren
CH.Abstract.1550-1574	858	council jews beloved occasion craft famous carnal nice chief liking chivalry tales judgement nobles multitude rote mind dams attempt request negligence woe concord demand discretion grievance increased diligence walled jest piety zeal deceit needy favoured respite nature woeful desire moral rulers meaning virtue men deal acts challenge gracious causes subjects verses sage giving distress silence warning victory intent rash rude lovers vice thankful judgements base brief clerk fortune curse dame special wrongs absent reproach saws parents bliss virtues prose meek music covetous worthiness gods necessary pain verse lords cure skilful lowly courtiers dome slight exchange debate figure riches liberal ambition reason wealthy sin usage gifts fools cruelty authors process mothers rife trial beauty lechery attendance muses labour present example friends false sense enterprise thing wealth expedient extremes godhead licence peoples grant deserts extreme sober scourge merit witty thrall feigned charity name yore ordinance idleness chaste suchlike vain treason vanity variance commandment mankind wicked wage title scriptures vices unlearned witness pro condition prudence business purchase glad trifling mischance painful examples thanks courteous grants office maters faithless loyal woman pastime amity passion realms delectation guide eldest idle virtuous mistress art estate honourable vicious health brother tricks humble mercy deeds error absence desert highness numbers friendly subtlety var creature mishap glory ladies worship estates willing degree advanced case penance unfeigned assay manner greatness final ado understanding prudent affairs philosophy respect sake sinful best song folly wrong subject learning writ crafty work counsel gentleman trusty crimes act spot reasonable question true dignity changing public precepts sins good credence duties quietness justice labours creatures purpose contrary fashion officers kindness reply loving miser christian rules glorious rewards foresight ink renowned innocent style unworthy advice opinion pledge apt villainy heavenly ransom kings sentence contents leisure lore words proof advance patience prayers heir substance prowess power list praise relation refuge honesty proper goods repentance poets dangerous knowledge hatred points majesty excellent breach guilty term physic writers lesson suit rhymes enemy goodness skill valour wedding triumph text fellowship assurance destiny accord madness sooth lust poet success falsehood gentlemen support untrue evil servants difference sure equity fickle rate guilt lineage dear blush philosophers latin blithe wedlock honour kingdom recompense state manifold excellence assent conditions minds phrase rigour speech lessons property unkind odious wail abuse babble sort rites sufficient florentine remedy solemnity sovereign incline sadness shame popish fables foal sad sloth wisdom belief laws valve tale credit ilk misers perpetual resistance thoughts adversity vows cause lament salvation common certain trespass daily doubt prosperity warrant confidence reasons wise fraud affection sorts flattering everlasting quarrel consent dames sorcery joys travails judge frank displeasure repose divine lover trifles ashamed truth clerks immortal christians noble gains heathen scholars farewell merits celestial joust delights pains release wretches affections fathers scope leek sect lawyers belle names puissance appetite doctrine meekness misery law supply remembrance matter cleanness fault weal wills rebuke end pity pleasures language oath friendship devoid saving wisest doom saints wedded mortal persons envy naughty corrupt degrees liberty muse promise rare record victorious memory study honours neglect protest faults principal rule defence diet firm content worldly pardon plain merciful bad dearest godliness renown wonderful boon spirit kind plight beastly desires humility lives awe lasting spiteful obscure solace godly convenient future conceit griefs peerless heirs ignorant claim elders sickness meaner calamity lewd vow holy hardiness zit amorous reward apostles patient feeling confusion married abiding omnipotent paint remorse crime poverty princes paradise mild wisdoms authority secrets ill damage paper grit shameful religion obedience service masters delight adieu desired aid life natural judges patent joyful writer providence command expense fantasy unjust free valiant ways holiness mishaps advantage needful friend maker grudge rhyme facts continuance private wilful measure comfort profits instrument utter treasure esteem punishment grace manhood ignorance treachery mirth books mirror things birth malady fee single care reports prince bot troubles lady offence trouble simple peace rightful mote disdain gospel peers quill scorn ungodly hardy exercise mock subtle avail deed company marriage gentle diverse avarice fond madame profit governance hearty abundance effect necessity earthly vile discourse complexion teaching doctor others contented dreams feat alms league ending offences pattern regent scripture heinous satisfied vengeance slander marvel portion outrage perceived happy doings esteemed higher human decree faith science better troth fame author dealing expert vane party exiled word matters greater correction eloquent preferred deserving book destruction blind grand relief experience powers proverb suffering tokens war hurtful commands plane amends pope saying salve report fact foolish manners bondage toys lawful unfit kin prayer wickedness jeopardy modest uncertain love presence pure dolorous women endless preachers profitable beautiful duty gift verity constant mere favour gentleness able exile kindred redress joy reverence folks malice strange frail darling medicine price reign obedient faithful travel companion sinners audience unhappy correct trade steadfast account mercies forgiveness pleased writing mischievous eloquence distressed excess lute righteous easy pleasure personage mater person chastity hem debt stories diligent wit prophets answer tract courtesy policy meanest consolation conscience custom songs mindful nation wile decrees eternal choice pretence tyranny iniquity righteousness almighty english beginning story wondrous honest tribulation worst devotion natures perfect worthy studies graces dukes general accursed lack arts operation follies reader loath heaviness tongues deer pane sorrowful fable secret earnest
CH.Abstract.1575-1599	960	council jews beloved occasion craft proportion sensual famous pained humane chief liking contraries tales judgement chivalry tragedy nobles theft bounteous mind inconstant perfection contemplation pitiful gentiles humours request woe concord demand discretion aspiring grateful surest diligence happiness jest piety zeal deceit government favoured truest nature desire rulers meaning virtue men practice deal acts challenge gracious idol causes jealous subjects popes sage sour giving death distress perfections intent rash strangers habit lovers thankful vice judgements base brief feature fortune fates harms form odd special wrongs mans absent reproach event parents bliss virtues unity meek ambitious angels covetous modesty gods worthiness civil murder generation kinds needless inferior likely cure lords exchange apparent disease debate figure riches liberal ambition gross sons reason sin usage contempt churches gifts fools passions authors rife honors trial beauty shameless order applause present example friends false sense enterprise signs constraint thing wealth extremes godhead peoples grant mistake extreme marks quarrels images letters merit proceeds sober blessing thrall thrones feigned witty charity name sorrows idleness chaste king united vain queens treason vanity mankind wicked title scriptures union vices titles witness condition business image purchase peer deity breeds miserable examples thanks courteous saint office scorns faithless loyal widow woman sorrow figures passion world idle injury virtuous defect mistress art estate honourable vicious health husbands humble mercy deeds error graceless absence numbers traitor impious friendly letter creature device universal argument glory faculties worship estates willing degree case forme hearts penance peevish countries manner conquests greatness knighthood mortality final eternity understanding prudent affairs philosophy respect sake sinful best spiritual folly wrong vanities ages learning subject sacred writ work counsel trusty crimes act question true dignity changing counterfeit precepts public good sins duties behaviour justice creatures labours contrary fashion purpose kindness telling loving intelligence christian rules glorious recount rewards dire rigor matchless renowned style unworthy hopeless advice opinion pledge heritage villainy apt brutish destinies weaker entire heavenly kings words contents leisure lore strict sentence evils proof patience change prayers ills substance prowess weakness power discipline praise loss mystery honesty proper goods repentance mute ensuing poets speeches dangerous unequal fortunate arguments hatred knowledge majesty excellent guilty complete longing affliction mistrust partial physic refined term lesson behest suit goodness malicious spirits allure urge skill valour mysteries text assurance destiny accord madness weak sooth success captains poet supreme falsehood freedom untrue displeased evil servants note rarest foreign slaves barbarous errors difference sure rate attempts beauties dear latin wedlock fears ends disgraced honour spotless recompense blindness essence state manifold triumphs excellence infamy quality unknown wretched compassion assent access minds equal speech unkind designs pleasing elder odious abuse princess servile industry sort rites sufficient remedy extremity father doubtful sovereign suits fitting hazard consort actions shame worthless humanity wisdom belief laws succeeding safety discord severe valve credit perpetual hateful thoughts powerful vows cause salvation kingdoms common certain daily doubt warrant confidence reasons supposed wise fraud affection infinite flattering everlasting quarrel consent dames commanding joys sorts judge frank displeasure divine lover ashamed truth immortal christians noble gains heathen merits papists celestial joust blessings delights different pains servant release doubts wretches affections fathers scope sorry names torture appetite doctrine misery unrest poor law school promises martyrs sights direct seeming remembrance matter odds fault motions weal number wills rebuke pleasures pity language oath exempt friendship glories devoid saving wisest doom saints wedded mortal persons helpless envy corrupt degrees liberty mischief promise rare record memory study honours neglect noblest protest prophet faults carriage objects rule rights firm content worldly pardon protection strife rebel bad renown misfortune times tragic control spirit kind shifts constancy desires reputation humility lives awe feats lasting faction solace possession godly future peerless conceit griefs sprites heirs ignorant claim profane sickness meaner grief vow lewd household holy subjection bereaved reward apostles patient bonds confusion goddesses married changes omnipotent dumb presumption crime poverty princes mild disciples wisdoms authority secrets ill damage zealous shameful religion basest obedience service traitors active bounty delight desired life natural judges younger joyful commons providence mutual direction motion effects monuments creation fantasy expense nations miracles balance free peaceful unjust valiant holiness mishaps needful friend maker type grudge inclined unclean innocence contention hearing appeal senses private wilful man sex sweetness measure princely comfort esteem punishment grace manhood ignorance treachery mirth books mirror things mortals birth oracles single care prince troubles offence trouble simple peace rightful scorn gospel sufferance peers exercise mock damned traitorous deed interest marriage deceased perils diverse avarice fond madame profit governance hearty past action reading complaint effect boldness earthly necessity vile fashions decayed woes discourse reverend others teaching contented dreams wives league alms ending offences pattern scripture heinous marvel portion guile devout happy doings esteemed deceitful human disgrace reckoning decree faith science frailty fittest better troth fame author martial lesser exiled word matters devil greater guides preferred deserving destruction blind sole wretchedness relief answers experience powers suffering rebels tokens forms flattery amends poesy pope saying salve report senate miracle message fact foolish manners opinions respects states bondage toys admirable lawful kin prayer unfit wickedness modest wits uncertain love presence profound pure divinity women endless lawless picture beautiful duty gift censure constant kingly mere favour redress exile kindred worlds reverence joy homer priests soul malice posterity strange aim frail wary medicine reign faithful companion sinners unhappy devilish impiety comforts bereft correct renewed object trade liege account mercies void pleased writing discontent oaths eloquence distressed excess righteous pleasure chastity debt greatest religious stories companions empires wit prophets dangers courtesy policy meanest deities conclusion conscience custom faiths nation vulgar eternal people choice generous souls pretence tyranny worse iniquity righteousness truths almighty qualities english beginning story temperance wondrous highest honest worst tedious devotion admiration elements natures adventures perfect possible studies abject graces worthy general accursed arts follies reader loath skilled contentment regiment tongues deer conceits disorder secret earnest benefit
CH.Abstract.1600-1624	967	council jewish prized jews beloved occasion proportion sensual tortures carnal nice humane chief liking afflictions judgement slavish concern members possessions nobles multitude musings bounteous mind perfection contemplation profession lot attempt gentiles request concord readers demand discretion grateful particular opposite increased diligence happiness piety quaint zeal deceit government impure favoured whit respected truest nature instant desire moral security meaning virtue men practice deal acts challenge gracious statutes idol causes jealous serious sage subjects giving distress fear perfections intent rash habit lovers sleight thankful vice judgements base brief feature selves harms purity special wrongs mans absent event parents bliss virtues meek ambitious antiquity covetous modesty gods civil generation kinds reform family necessary needless emblem inferior likely lords courtiers apparent other debate riches liberal gross rebellion reason presumptuous distrust sin integrity contempt churches gifts fools cruelty authors passions rife trial shameless order inventions applause labour present example jealousy friends false sense signs thing wealth extremes patrons godhead peoples ancient grant mistake sufferings extreme fitter design proceeds quarrels merit sober witty blessing feigned charity name united vain treason vanity impudence thrift mankind wicked title scriptures union vices christendom harsh limits titles condition prudence ordinary business image deity miserable examples thanks courteous thankfulness various office faithless loyal figures passion realms idle injury virtuous art estate honourable vicious health humble mercy deeds error creator absence numbers traitor impious friendly creature universal argument truce glory faculties makers worship turks estates willing degree hearts abuses countries unfeigned manner greatness final eternity ado temper understanding prudent affairs philosophy respect sake sinful best spiritual folly ages subject wrong learning prophecies wiser writ work counsel crimes act question true dignity public counterfeit precepts sins good duties behaviour justice creatures labours fashion officers purpose kindness telling loving intelligence christian rules glorious rewards innocent style matchless renowned relations unworthy hopeless advice opinion censures welfare heritage apt brutish weaker entire heavenly kings words penitence contents lore strict sentence evils numerous proof advance hymns patience prayers tax ills consciences delighted plagues weakness power debts discipline praise loss relation mystery desolation honesty proper repentance fullness speeches poets dangerous fortunate hatred knowledge points late excellent guilty complete longing affliction majesty partial failings physic term prelates goodness malicious services judgments valour mysteries claims assurance accord jewel madness vanities weak sooth success supreme falsehood freedom scant support untrue displeased evil servants errors difference sure equity guilt attempts corruption courtly wedlock ends disgraced honour sincere recompense transitory essence state manifold triumphs excellence infamy quality contrived wretched compassion assent conditions doctors minds phrase equal speech unkind designs hypocrisy pleasing elder odious abuse servile industry rites sufficient remedy sinner instruments doubtful sovereign suits fitting hazard incline danger actions meditation worthless popish sad wisdom belief laws succeeding safety schools discord severe valve assistance credit sakes thoughts powerful vows redeemer cause salvation common certain hearers daily doubt prosperity warrant confidence reasons supposed wise fraud affection infinite women everlasting quarrel consent joys judge frank real divine ashamed truth immortal christians history noble gains heathen commission merits eve papists courses joust blessings tidings delights different offices servant doubts wretches affections sorry scope sect lawyers doctrine oppressions meekness misery unrest law school promises sights direct seeming remembrance matter faithfulness differing fault motions weal intents number wills end pity pleasures oath exempt friendship glories devoid places saving wisest doom saints mortal persons corrupt degrees liberty promise rare record fervent memory study honours ungrateful neglect noblest longest protest mode prophet faults carriage objects defence loyalty rights firm poems content worldly pardon protection merciful bad dearest advantages times spirit kind shifts nuptial constancy fantastic curb desires reputation humility lives familiar awe lasting sovereignty faction preferment slanders pious godly future dissembling conceit griefs peerless possession heirs ignorant claim profane elders meaner boundless debtor lewd holy oppressed election hardened subjection reward apostles judgment patient married changes dejected presumption variety crime poverty princes mild wisdoms youths losses authority suspicion discharge ill secrets zealous religion basest obedience service abundant active bounty delight distance acquaintance desired purposes natural judges younger commons providence features mutual injurious direction intention effects creation unjust nations miracles free ways holiness advantage needful friend hopeful maker grudge inclined innocence contention hearing appeal facts benefit senses private wilful man sex nobler measure comfort profits discreet instrument utter esteem punishment grace manhood ignorance books mirror things mortals member oracles poetry care reports finding prince records bot troubles offence trouble simple peace gospel peers ungodly saviour exercise mock timely complaints execution unable avail deed malignant idolatry interest marriage avarice fond profit resolution hearty fortitude action calling transgressions reading effect boldness earthly necessity prize fashions injuries compliment privilege discourse vile reverend others contented testimonies dreams fancy league ending worthies offences pattern scripture satisfied lascivious slander marvel portion principles happy esteemed genius disgrace denial decree faith science frailty ornament useful better troth expectation author dealing frequent exiled party fruitless matters word greater preferred deserving blind grand sole superstition fancies experience bishops suffering tokens restraint concerns parties commands flattery dispute poesy saying infection report miracle deliverance fact foolish manners opinions confident respects states toys lawful unfit kin prayer wickedness modest formal love presence profound witnesses imitation lawless preachers projects childish duty gift loathing censure constant mere pictures favour redress able kindred indifferent reverence joy redemption malice posterity strange church aim doting frail patron wary season faithful awful sinners endeavours unhappy knaves lusts impiety comforts occasions correct renewed object temporal account mercies delays parliament void pleased stile writing discontent proceedings distressed righteous pleasure careful blemish reformation person chastity grievous female debt greatest religious stories companions wit prophets answer dangers courtesy policy meanest events conclusion conscience custom faiths mindful nation trades decrees eternal choice people vulgar generous souls pretence worse iniquity righteousness truths covenant repute beginning story temperance wondrous highest honest worst devotion admiration elements natures breeding perfect possible polluted graces studies worthy general accursed arts follies preservation loath reader contentment deer conceits secret earnest brethren
CH.Abstract.1625-1649	1003	temptations council beloved occasion craft envious proportion privy carnal nice humane chief afflictions judgement tales bounteous parent mind perfection contemplation bold lot attempt request concord demand discretion grateful rival diligence happiness jest piety zeal deceit government impure whit nature desire moral decline meaning security virtue men sight practice deal acts challenge original gracious jealous causes serious subjects sage distress spectators delightful perfections intent rash strangers courts habit lovers thankful prime judgements base brief cheap feature selves graceful fortune fates harms royalty purity special prejudice mans absent invention reproach wrongs event potent parents bliss lines prose genuine unity meek ambitious antiquity covetous modesty virtues gods civil family needless successful inferior lords cure skilful fruition courtiers slight apparent disease debate riches liberal theme ambition gross rebellion plea reason sin pen heroes contempt prerogative gifts fools cruelty authors passions trial beauty shameless order applause present feasts example circumstance friends false jealousy enterprise intellect sense signs thing wealth extremes godhead peoples ancient grant mistake sufferings extreme design sober letters merit thrones thrall blessing witty feigned charity chaste king united vain exalted treason vanity impudence height mankind wicked unlucky title union vices happier harsh titles witness society condition prudence business image purchase glad offspring deity breeds joint baser painful miserable examples thanks pens courteous office loyal vote sprite woman sorrow passion youthful eldest injury prodigal virtuous defect mistress art estate honourable vicious health date prosperous husbands humble mercy deeds error creator absence numbers traitor impious friendly subtlety letter creature universal argument glory faculties duke heroic makers worship cowards harmony degree willing case penance countries assay manner coin conquests greatness final eternity temper understanding prudent affairs philosophy respect sake sinful best sir folly spiritual subject wrong learning sacred wiser writ counsel tribe crimes act exact subdued question true dignity precepts counterfeit public impression good sins brave justice creatures labours contrary fashion purpose kindness loving intelligence christian rules glorious rewards innocent style matchless renowned conqueror unworthy advice opinion pledge building villainy apt brutish destinies sympathy weaker heavenly ransom kings words leisure lore strict entire sentence evils pitying proof patience hymns prayers ills substance delighted prowess weakness ignoble power discipline praise loss relation mystery honesty proper repentance fullness poets unequal dangerous fortunate arguments handsome hatred knowledge excellent late longing concerned affliction majesty parallel partial physic refined lesson term suit rhymes goodness allure skill valour sublime mysteries text assurance destiny manly accord madness vanities weak empire sooth success captains poet moderate supreme falsehood freedom gentlemen scant evil servants slaves errors difference sure rate attempts beauties dear peculiar philosophers latin fears ends honour spotless recompense solitude essence state triumphs excellence infamy quality copy unknown wretched compassion assent conditions access minds phrase equal madam speech vision unkind designs hypocrisy pleasing elder odious abuse princess servile industry pomp rites sufficient remedy sinner instruments father doubtful sovereign suits fitting incline sadness worthless actions shame humanity wisdom belief laws succeeding safety prop schools likeness progeny severe valve assistance credit hateful thoughts powerful gravity cause salvation unfortunate kingdoms common certain daily garb warrant confidence reasons supposed wise fraud affection infinite flattering everlasting women consent commanding joys judge real divine lover trifles ashamed infancy magnificence nearest truth immortal monarch history noble gains heathen commission merits celestial joust characters delights different languages servant doubts wretches affections fathers scope sorry lawyers names torture appetite doctrine misery law school easier promises martyrs seeming remembrance matter impartial odds ancestors fault wills number pity language oath exempt friendship saving wisest parts saints mortal persons envy corrupt degrees liberty promise rare record fervent memory study honours neglect noblest faults objects rule defence loyalty firm content impossible worldly pardon merciful rebel antique bad dearest renown times control spirit kind shifts raptures constancy fantastic curb desires humility lives familiar awe solid lasting obscure erring faction queen solace master pious godly future possession conceit griefs heirs ignorant claim profane mysterious character sickness meaner grief captivity immortality lewd industrious holy stranger reward judgment patient blasphemy bonds feeling omnipotent sickly dumb presumption variety remote remorse crime poverty princes wisdoms youths losses authority suspicion secrets ill zealous shameful prodigious religion obedience service traitors active bounty delight acquaintance desired aid indulgent life judges natural providence mutual weighty enamoured effects victors creation fantasy expense riddle miracles free temptation unjust valiant earnest needful friend hopeful maker inclined innocence hearing rhyme private man sex sweetness nobler disguise measure princely comfort utter esteem punishment grace ingratitude relish cures ignorance mirth treachery books mirror things mortals youth birth diseases guardian fee oracles care poetry single records prince usual troubles offence simple modern peace saviour exercise damned avail deed interest marriage diverse profit fond resolution fortitude bashful action calling past complaint effect boldness earthly necessity prize fashions injuries privilege courage discourse vile teaching doctor others banishment contented dreams fancy wives worthies pattern studious scripture satisfied torment stamp portion multitudes guile propitious principles devout happy esteemed deceitful genius human disgrace decree faith science frailty vice ornament useful better fate sustained troth expectation author martial frequent exiled party matters word greater resolute preferred deserving book royal blind coward grand sole defeat relief superstition fancies experience suffering total forms flattery dispute poesy pope report senate monarchs miracle foolish manners earl confident respects states toys lawful unfit prayer wickedness wits modest uncertain battles love presence profound divinity pure endless lawless picture task duty gift verity censure constant kingly mere favour pictures able kindred redress reverence joy homer priests malice children ministers posterity strange church aim frail patron wary darling price discovery faithful obedient sinners unhappy endeavours impiety comforts bereft occasions correct heresy renewed object account mercies delays parliament void pleased discontent oaths eloquence leader distressed excess penitent easy mixture careful pleasure righteous reformation person chastity grievous debt greatest religious stories wit prophets answer dangers courtesy policy meanest deities events conscience custom faiths oracle vulgar decrees eternal choice generous souls pretence dearer unnatural tyranny worse righteousness truths luck almighty qualities imperfect beginning story temperance wondrous highest honest worst devotion dominion admiration natures perfect rigid possible spouse studies graces worthy general accursed arts follies reader loath skilled dearth deer conceits secret contest satisfaction benefit
